WK,Date,MKT,Platform,Cluster,Category/Campaign,Change Note,Pending,Reference,Impact,Owner,
49,12/3/2024,JP,Google,NB,General - [PHR],Budget from $2k to $1.5k,,,,Katy,
49,12/3/2024,US,Google,PB,PB Non-AVT,Updated 584 KWs from simplify buding to /cp page labled 'Non-AVT PB Bulk /CP',,,,Katy,
49,12/3/2024,US,ADB,BAU,US - BAU - [G],"Budget $10K to $9K, Multiple 1.2 to 1",2pm pt,,,Stacey,
49,12/3/2024,US,ADB,PB,US - AVT_PB - [G],Budget $16K to $15K,2pm pt,,,Stacey,
49,12/3/2024,CA,ADB,NB,CA - NB Regs - [G],Multiple 1.2 to 1,5pm pt,,,Stacey,
49,12/3/2024,CA,ADB,NB,CA - PB AVT - [G],Budget $2K to $1.5K,5pm pt,,,Stacey,
49,12/3/2024,CA,ADB,NB,CA - AVT-S - [G],Budget $1.7K to $1.2K; multiple 1.1 to 1,5pm pt,,,Stacey,
49,12/4/2024,US,ADB,BAU,US - BAU - [G],"Budget $9K to $10K, push up for 75% ieccp",10:00 PM,,,Stacey,
49,12/5/2024,US,ADB,PB,US - Non AVT_PB - [G],Budget $13K to $14K,9:20 am PT,,,Stacey,
49,12/6/2024,US,ADB,BAU,US - BAU - [G],Budget $10K to $12K,7:00 PM,,,Stacey,
50,12/9/2024,CA,ADB,AVT,CA - AVT-S - [G],Budget $1.2k to $1.6k,12:04pm CT,,,Katy,
50,12/9/2024,CA,ADB,NB,CA - NB Regs - [G],Budget $2k to $2.4k,12:04pm CT,,,Katy,
50,12/9/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget $1.8k to $2k,12:04pm CT,,,Katy,
50,12/9/2024,JP,Google,NB,General - [PHR],Budget $1.5k to $1.3k,,,,Katy,
50,12/9/2024,JP,Google,NB,NB Computer 2024,Budget $400 to $200,,,,Katy,
50,12/9/2024,US,Google,PB,PB Non-AVT,"Increase top 50 KW bids by 20%, labeled '12.09.24 PB Non-AVT 10% Increase'",12:28pm CT,,,Katy,
50,12/9/2024,US,Google,BAU,BAU,Increase top 50 KWs bid by 10% labeled '12.09.24 20% BAU Increase',12:28pm CT,,,Katy,
50,12/11/2024,US,Google,AVT,AVT S&L ,"Increased the top 50 KWs by traffic in AVT S&L by 20%, labeled '12.11.24 20% increase in bid'",11:44am CT,,,Katy,
50,12/11/2024,CA,"Google, Bing",,,&ps_kw={keyword} appended to CA account level,,,,Katy,
50,12/11/2024,JP,Google,,,&ps_kw={keyword} appended to JP account level,,,,Katy,
50,12/11/2024,US,Google,RLSA,RLSA Bulk page,Updated 78 KWs from simplify buding to /cp page labled 'RLSA Bulk /CP’,,,,Katy,
50,12/11/2024,US,Google,RLSA,BAU Bulk /CP,"1082 KWs updated from simplify buying page to bulk /cp, labeled ‘BAU Bulk /CP’",,,,Katy,
50,12/11/2024,JP,Google,Brand,Brand,Added Dec promo sitelink in Brand campaigns with ref 'DecPromo24',6:30 pm CT,,,Katy,
50,12/12/2024,US,Google,PB,PB AVT,"Increased the top 50 KWs by traffic in PB AVT by 15%, labeled '12.12.24 15% PB AVT'",11:32am CT,,,Katy,
50,12/13/2024,CA,ADB,PB,CA - PB AVT - [G],Multiple lowered from 1.2 to 1,10:48am CT,,,Katy,
50,12/13/2024,CA,ADB,AVT,CA - AVT-S - [G],Budget lowered from $1.4k to $1.2k,10:48am CT,,,Katy,
50,12/13/2024,CA,ADB,NB,CA - NB Regs - [G],Budget lowered from $2.2k to $2k,10:48am CT,,,Katy,
50,12/13/2024,CA,ADB,AVT,CA - PB Non-AVT - [G],CA PB Non-AVT -20% bids on 44 KWs labeled ‘ PB Non-AVT -20%’ (Improve efficiency),8:17pm CT,,,Katy,
51,12/16/2024,CA,ADB,NB,CA - NB Regs - [G],Budget decrease from $2k to $1.6k,2:55pm CT,,,Katy,
51,12/16/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget decrease from $1.8k to $1.5k,2:55pm CT,,,Katy,
51,12/16/2024,CA,ADB,PB,CA - PB AVT - [G],Budget decrease from $1.5k to $1350,2:55pm CT,,,Katy,
51,12/16/2024,CA,ADB,AVT,CA - AVT-S - [G],Budget decrease from $1.2k to $1050,2:55pm CT,,,Katy,
51,12/16/2024,CA,ADB,AVT,CA - AVT-L - [G],Budget decrease from $600 to $500,2:55pm CT,,,Katy,
51,12/16/2024,JP,Goolge,NB,General - [PHR],Budget decrease from $1.3k to $1.1k,,,,Katy,
51,12/16/2024,US,"Google, Bing",,,&ps_kw={keyword} appended to US account level,,,,Katy,
51,12/17/2024,US,Goolge,NB,US - PB AVT,Manually adjust bids on 990 KWs,,,,Katy,
51,12/17/2024,CA,Goolge,NB,CA - PB AVT - [G],Manually adjust bids on 351 KWs,,,,Katy,
51,12/18/2024,US,ADB,NB,US - Non AVT_PB - [G],"Device adjustment turned on, with desktop max bid set to +20%, mobile min -50%",,,,Katy,
51,12/18/2024,US,Goolge,NB,US - AVT S&L ,Manually adjust bids on 2003 KWs,,,,Katy,
51,12/18/2024,US,ADB,BAU,US - BAU - [G],"Device adjustment turned on, with mobile min -20% and max 0%",,,,Katy,
51,12/19/2024,US,ADB,PB,US - PB AVT - [G],"Device adjustment turned on, with mobile min -30% and max 0%, desktop min 0% max 30%",,,,Katy,
51,12/19/2024,CA,ADB,PB,CA - PB Non-AVT - [G],"Device adjustment turned on, with mobile min -30% and max 0%, desktop min 0% max 10%",,,,Katy,
51,12/19/2024,CA,ADB,AVT,CA - AVT-S - [G],"Device adjustment turned on, with mobile min -30% and max 0%, desktop min 0% max 10%",,,,Katy,
51,12/20/2024,JP,Google,NB,General - [PHR],Budget decreased from $1.1k to $900,,,,Katy,
52,12/22/2024,US,ADB,PB,US - Non AVT_PB - [G],desktop 20% to 50%,,,,Stacey,
52,12/22/2024,US,ADB,AVT,US - AVT_S & L - [G],"mobile to -40%, tablet -40%, desktop to 50%",,,,Stacey,
52,12/22/2024,US,ADB,BAU,US - BAU - [G],desktop to 20%,,,,Stacey,
52,12/23/2024,US,ADB,AVT,US - AVT_All - [G],"mobile to -50%, tablet -50%, desktop to 50%",,,,Stacey,
52,12/23/2024,US,ADB,PB,US - Non AVT_PB - [G],tablet -40%,,,,Stacey,
52,12/23/2024,US,ADB,PB,US - AVT_PB - [G],tablet -20%,,,,Stacey,
52,12/23/2024,US,ADB,BAU,US - BAU - [G],tablet -20%,,,,Stacey,
52,12/23/2024,US,ADB,Bing NB,US - NB Regs D - [B],Budget $1k to $1.3K,,,,Stacey,
52,12/23/2024,CA,ADB,AVT,CA - AVT-S - [G],"mobile -70% to -50%, tablet -90%, desktop +30%",,,,Stacey,
52,12/23/2024,CA,ADB,AVT,CA - AVT-L - [G],"desktop +15% to +30%, mobile -80% to -60%, tablet -90%",,,,Stacey,
52,12/23/2024,CA,ADB,PB,CA - PB AVT - [G],"desktop +15% to +30%, mobile -80% to -60%, tablet -90%",,,,Stacey,
52,12/23/2024,CA,ADB,PB,CA - PB Non-AVT - [G],"mobile -50%, tablet -90%",,,,Stacey,
52,12/23/2024,CA,ADB,NB,CA - NB Regs - [G],"desktop +20% to +30%, mobile -80% to -60%, tablet -90%",,,,Stacey,
52,12/24/2024,US,Google,NB,All NB Campaign except AVT S&L,"campaign level desktop +15%, mobile -25%, tablet -20%",,1:00 PM,,Stacey,
52,12/24/2024,US,Google,NB,AVT S&L,"campaign level desktop +30%, mobile -25%, tablet -20%",,1:00 PM,,Stacey,
52,12/24/2024,US,Google,NB,,add budget on a few campaigns with status as 'limit by budget soon'; overall added campaign budget around $8K since daily trending underspend $10K,,2:00 PM,,Stacey,
52,12/25/2024,US,Google,NB,,add budget on a few campaigns with status as 'limit by budget soon'; overall added campaign budget around $8K since daily trending underspend $10K,,4:00 PM,,Stacey,
52,12/25/2024,US,ADB,PB,US - AVT_PB - [G],desktop from 0-30% to 30% -50%,,,,Stacey,
52,12/25/2024,US,ADB,AVT,US - AVT_S & L - [G],desktop from 0-50% to 30% -50%,,,,Stacey,
52,12/25/2024,US,ADB,AVT,US - Non AVT_PB - [G],desktop from 0-50% to 30% -50%,,,,Stacey,
52,12/25/2024,US,ADB,AVT,US - AVT_All - [G],desktop from 0-50% to 30% -50%,,,,Stacey,
52,12/26/2024,JP,Google,NB,General - [PHR],Budget $900 to $1.1k,,,,Katy,
52,12/27/2024,CA,ADB,PB,CA - PB AVT - [G],Budget $1350 to $1050,12:29pm CT,,,Katy,
52,12/27/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget $1500 to $1200,12:29pm CT,,,Katy,
52,12/27/2024,CA,ADB,NB,CA - NB Regs - [G],Budget $1600 to $1400,12:29pm CT,,,Katy,
52,12/27/2024,CA,ADB,AVT,CA - AVT-S - [G],Budget $1050 to $900,12:29pm CT,,,Katy,
52,12/27/2024,CA,ADB,AVT,CA - AVT-L - [G],Budget $500 to $450,12:29pm CT,,,Katy,
52,12/27/2024,CA,ADB,,"CA - AVT-S - [G], CA - AVT-L - [G], CA - NB Regs - [G], CA - PB AVT - [G]",Max desktop bid lowered from 30% to 20%,12:38pm CT,,,Katy,
52,12/27/2024,JP,Google,NB,General - [PHR],Budget $1.1k to $1.3k,,,,Katy,
52,12/27/2024,JP,ADB,Brand,JP - BR PHR - [G],Budget $1850 to $2k,12:47pm CT,,,Katy,
1,12/30/2024,CA,ADB,PB,CA - PB AVT - [G],Budget $1050 to $900,11:57am CT,,,Katy,
1,12/30/2024,CA,ADB,PB,CA - PB Non-AVT - [G],Budget $1200 to $1100,11:57am CT,,,Katy,
1,12/30/2024,CA,ADB,AVT,CA - AVT-L - [G],Budget $450 to $400,11:57am CT,,,Katy,
1,12/30/2024,CA,ADB,AVT,CA - AVT-S - [G],Budget $900 to $700,11:57am CT,,,Katy,
1,12/30/2024,CA,ADB,NB,CA - NB Regs - [G],Budget $1400 to $1300,11:57am CT,,,Katy,
1,12/30/2024,US,ADB,,US - AVT_PB - [G],"desktop min 30% to 20%, mobile max 0 to -10%",,,,Stacey,
1,12/31/2024,US,ADB,,US - AVT_S & L - [G],"desktop min 30% to 20%, mobile max 0 to -10%",,,,Stacey,
1,1/1/2025,US,ADB,,US - Non AVT_PB - [G],"desktop min 30% to 20%, mobile max 0 to -10%, desktop max 50% to 40%",,,,Stacey,
1,1/2/2025,US,ADB,,US - AVT_All - [G],"desktop min 30% to 20%, mobile max 0 to -10%, desktop max 50% to 40%",,,,Stacey,
1,12/30/2024,US,Google,NB,All NB Campaign,campaing lv mobile -25% to -20%,,aim to change it closed to AMO ad group level modifier then remove campaign lv modifier,,Stacey,
1,12/30/2024,US,Google,NB,AVT S &L,campaing lv desktop 30% to 20%,,aim to change it closed to AMO ad group level modifier then remove campaign lv modifier,,Stacey,
1,12/30/2024,US,Google,NB,All NB Campaign except AVT S&L,campaing lv desktop 15% to 10%,,aim to change it closed to AMO ad group level modifier then remove campaign lv modifier,,,
1,12/31/2024,JP,Google,NB,General - [PHR],Budget $1.3k to $100,,,,Katy,
1,12/31/2024,JP,Google,NB,NB Computer 2024,Budget $200 to $100,,,,Katy,
1,12/31/2024,JP,Google,NB,JP_PMax,Budget $200 to $100,,,,Katy,
1,12/31/2024,US,ADB,NB,US - NB Regs D - [B],Budget $1.3k to $800,2:02pm CT,,,Katy,
1,12/31/2024,US,ADB,NB,US - AVT_S & L - [G],Budget $14.5k to $13.5k,2:02pm CT,,,Katy,
1,12/31/2024,US,ADB,NB,US - NB Regs D - [B],"Device adj desktop max 10%, Mobile min -70%, max -40%",,,,Katy,
1,1/2/2025,CA,ADB,NB,CA - NB Regs - [G],Budget $1.3k to $1.4k,9:28am CT,,,Katy,
1,1/2/2025,CA,ADB,PB,CA - PB Non-AVT - [G],Budget $1.1k to $1.6k,9:28am CT,,,Katy,
1,1/2/2025,CA,ADB,PB,CA - PB AVT - [G],Budget $900 to $1250,9:28am CT,,,Katy,
1,1/2/2025,CA,ADB,AVT,CA - AVT-S - [G],Budget $700 to $750,9:28am CT,,,Katy,
1,1/2/2025,CA,ADB,AVT,CA - AVT-L - [G],Budget $400 to $450,9:28am CT,,,Katy,
1,1/3/2025,CA,ADB,AVT,CA - NB Regs - [G],Budget $1.4k to $1.5k,12:08pm CT,,,Katy,
1,1/3/2025,CA,ADB,AVT,CA - PB Non-AVT - [G],Budget $1.6k to $1.7k,12:08pm CT,,,Katy,
1,1/3/2025,JP,Google,Brand,JP_Brand_Exact_AB指名,Maximum CPC bid limit decreased from $55 to $10 due to CPC high in Q4,,,,Katy,
2,1/6/2025,US,Google,RSA,ad groups label 'pause - RSA project - 010625',pause 10.8k ad groups without clicks and <300 IS for 2 yrs,,,,Stacey,
2,1/6/2025,JP,ADB,Brand,JP - BR - [G],Budget $800 to $500,12:49pm CT,,,Katy,
2,1/6/2025,JP,ADB,Brand,JP - BR PHR - [G],Budget $2k to $1.6k,12:49pm CT,,,Katy,
2,1/6/2025,US,ADB,AVT,US - AVT_All - [G],Budget $2K to $1.5K,6:00 PM,,,Stacey,
2,1/6/2025,US,ADB,PB,US - AVT_PB - [G],Budget $15K to $14K; mobile max -10% to -15%,6:00 PM,,,Stacey,
2,1/6/2025,US,Google,NB,NB,"AVT desktop adj from 20% to 15%, other NB desktop adj from 10% to 5%",6:00 PM,,,Stacey,
2,1/7/2025,CA,ADB,NB,CA - NB Regs - [G],Budget $1.5k to $1.2k,9:16am CT,,,Katy,
2,1/7/2025,CA,ADB,PB,CA - PB Non-AVT - [G],Budget $1.7k to $1.5k,9:16am CT,,,Katy,
2,1/7/2025,CA,ADB,NB,CA - NB Regs - [G],Desktop min from 20% to 0%,9:16am CT,,,Katy,
2,1/7/2025,CA,ADB,NB,CA - PB Non-AVT - [G],Mobile max from 0% to -30%,9:16am CT,,,Katy,
2,1/7/2025,US,ADB,NB,US - NB Regs D - [B],Budget $800 to $440,4:00 PM,Bing $5K spend -> need to lower to 3.5K,,Stacey,
2,1/7/2025,US,Bing,NB,Brand: Core - [D] [EXT],Budget $4.2K to $3.8K; CPC cap $6 to $2.5,4:00 PM,CPA $93; monitor to not have reg loss but expect lower CPA,,Stacey,
2,1/7/2025,CA,ADB,NB,CA - NB Regs - [B],Budget $300 to $200,4:00 PM,,,Stacey,
2,1/8/2025,US,ADB,PB,US - AVT_PB - [G],Budget $14k to $13k,12:29pm CT,,,Katy,
2,1/8/2025,US,ADB,PB,US - Non AVT_PB - [G],Budget $14k to $13k,12:29pm CT,,,Katy,
2,1/8/2025,CA,ADB,NB,CA - NB Regs - [G],Budget $1.2k to $1.3k,1:15pm CT,,,Katy,
2,1/8/2025,CA,ADB,PB,CA - PB AVT - [G],Budget $1250 to $1350,1:15pm CT,,,Katy,
2,1/8/2025,CA,ADB,AVT,CA - AVT-S - [G],Budget $750 to $850,1:15pm CT,,,Katy,
2,1/9/2025,US,Google,RLSA,RLSA,pause 43 RLSA campaigns. label at campagin level: pause - RSA project - 010925,,,,Stacey,
2,1/10/2025,US,Google,NB,NB,pause 128 AG as 2yr 0 impression label at ad group level: pause - RSA project - 011025,,,,Stacey,
3,1/13/2025,CA,ADB,PB,CA - PB Non-AVT (CPT Test) - [G],"Optimized 'CA - PB Non-AVT (CPT Test) - [G]' with CPT bid of $200, budget $700",9:17am CT,,,Katy,
3,1/13/2025,US,Google,NB,NB,"Enabled 1465 RSA ads labeled 'RSA_Phase 1_1465 AG_011325', enabled 148 RSA ads 'RSA_Phase 2_247 AG_011325'",12:26pm CT,,,Katy,
3,1/13/2025,US,Google,NB,NB,device 5% to 0% for non avt NB; for now fully rely on adobe device bid,,,,Stacey,
3,1/13/2025,US,Google,NB,NB AVT S&L,device 15% to 10%,,,,Stacey,
3,1/13/2025,US,ADB,BAU,US - BAU - [G],mobile to -30% to -20% (vs -20% to -10%),,,,Stacey,
3,1/13/2025,US,ADB,BAU,US - AVT_All - [G],mobile max to -20% from -10%,,,,Stacey,
3,1/13/2025,US,ADB,Brand,US - Brand Core BMM AVT - [G],Budget $1100 to $1150,,,,,
3,1/13/2025,US,ADB,AVT,US - AVT_S & L - [G],Budget $13500 to $14000,,,,Stacey,
3,1/13/2025,CA,ADB,AVT,CA - PB Non-AVT - [G],CA - PB Non-AVT - [G] budget lowered from $800 to $700,,,,Katy,
3,1/13/2025,CA,ADB,AVT,CA - PB Non-AVT (CPT Test) - [G],min/max changed from $600/$750 to $550/$700,,,,Katy,
3,1/14/2025,US,Google,NB,NB,Paused 99 Poor performing RSA labled '01.14.25 99 Poor RSA to Pause' and enabled the 99 RSA ads labeled 'RSA_Phase 2_247 AG_011325',,,,Katy,
3,1/14/2025,CA,ADB,PB,CA - PB AVT - [G],Budget $1350 to $1250,,,,Katy,
3,1/14/2025,CA,ADB,AVT,CA - AVT-S - [G],Budget $850 to $750,,,,Katy,
3,1/14/2025,CA,ADB,PB,CA - PB AVT - [G],Budget $1250 to $1350,,revert back as portfolio budget doesn' match daily spend,,Stacey,
3,1/15/2025,CA,ADB,PB,CA - PB AVT - [G],desktop min/max bid adj changed from 0%/10% to 0%/0% as CPA for desktop high at $238,,,,Katy,
3,1/15/2025,CA,ADB,PB,CA - AVT-L - [G],desktop min/max bid adj changed from 15%/20% to 5%/20% and mobile from -80%/-60% to -80%/-40% to increase spend and decrease CPA,,,,Katy,
3,1/15/2025,CA,ADB,NB,CA - NB Regs - [B],Budget lowered from $200 to $170 as pacing over $600 goal,2:05pm CT,,,Katy,
3,1/21/2025,US,ADB,PB,US - Non AVT_PB - [G],Desktop 0-20% from 20%-40%,,,,Stacey,
3,1/21/2025,US,ADB,AVT,US - AVT_All - [G],Mobile max to -30% from -20%,,,,Stacey,
3,1/21/2025,US,ADB,PB,US - AVT_PB - [G],Budget 13K to 14K,,,,Stacey,
3,1/21/2025,US,ADB,AVT,US - AVT_S & L - [G],Budget 14K to 17K,,,,Stacey,
3,1/21/2025,US,ADB,AVT,US - Non AVT_PB - [G],Budget 13K to 15K,,,,Stacey,
3,1/21/2025,US,ADB,AVT,US - AVT_All - [G],Budget 1.5K to 2K,,,,Stacey,
3,1/21/2025,US,Google,AVT,US - AVT_S & L - [G],Campaign lv desktop 10% to 5%,,aim to remove campaign lv device adj,,Stacey,
4,1/21/2025,CA,ADB,PB,CA - PB Non-AVT (CPT Test) - [G],max budget increased from $700 to $850,2:58pm CT,,,Katy,
4,1/21/2025,CA,ADB,PB,CA - PB Non-AVT,"Campaign changed from daily spend strategy of $700 to CPT $200, with min spend of $700 and max spend of $900, aiming to spend $900",2:58pm CT,,,Katy,
4,1/21/2025,CA,ADB,AVT,CA - AVT-S - [G],"Campaign changed from daily spend strategy of $750 to CPT $200, with min spend of $650 and max spend of $800, aiming to spend $800",2:58pm CT,,,Katy,
4,1/21/2025,CA,ADB,NB,CA - NB Regs - [G],Desktop bid adj min/max from 0/20 to 0/0,3:06pm CT,,,Katy,
4,1/21/2025,CA,ADB,AVT,CA - AVT-L - [G],Desktop bid adj min/max from 5/20 to 0/10,3:06pm CT,,,Katy,
4,1/21/2025,JP,ADB,NB,JP - BR PHR - [G],Budget $1.6k to $1.7k ,3:06pm CT,,,Katy,
4,1/21/2025,JP,Google,NB,JP_PMax,Campaign paused as no reg for past few weeks,,,,Katy,
4,1/22/2025,JP,ADB,NB,JP - BR PHR - [G],Budget $1.7k to $2k ,12:12pm CT,,,Katy,
4,1/22/2025,US,Google,NB,NB,451 ads labeled 'RSA_Phase 1_451 AG_3905_012225' and 458 'RSA_Phase 2_458 AG_7390_012225' are enabled. 196 Poor RSA labeled ‘01.22.25 196 Poor RSAs to Pause’ are paused.,,,,Katy,
4,1/24/2025,US,ADB,PB,US - AVT_PB - [G],Budget increased from $14k to $16k,12:04pm CT,,,Katy,
4,1/24/2025,US,ADB,PB,US - Non AVT_PB - [G],Budget increased from $15k to $15.5k,12:04pm CT,,,Katy,
4,1/24/2025,US,ADB,AVT,US - AVT_S & L - [G],Budget increased from $17k to $17.5k,12:04pm CT,,,Katy,
5,1/27/2025,JP,ADB,Brand,JP - BR PHR - [G],Budget from $2k to $1.8k,11:28pm CT,,,Katy,
5,1/27/2025,US,ADB,AVT,US - AVT_All - [G],"Budget $2K to $1.7K, Desktop 20% -40% to 10% -20%",,,,Stacey,
5,1/27/2025,US,ADB,PB,US - AVT_PB - [G],Budget $16K to $15.5K,,,,Stacey,
5,1/27/2025,US,ADB,BAU,US - BAU - [G],Budget $12K to $11.5K,,,,Stacey,
4,1/24/2025,US,ADB,AVT,US - AVT_S & L - [G],lower mobile & tablet,,,,Stacey,
4,1/24/2025,US,ADB,AVT,US - Non AVT_PB - [G],lower desktop,,,,Stacey,
5,1/27/2025,CA,ADB,PB,CA - PB Non-AVT - [G],CPT min/max budget changed from $700/$900 aiming at $900 to $1200 aim to spend $1.2k,5:44pm CT,,,Katy,
5,1/27/2025,CA,ADB,NB,CA - NB Regs - [G],Budget $1.5k to $1.8k,5:44pm CT,,,Katy,
5,1/27/2025,CA,ADB,PB,CA - PB AVT - [G],"Switched from daily spend strategy of $1350 to CPT target of $200, min/max from $1250 to $1.4k, aim to spend $1350.",5:48pm CT,,,Katy,
5,1/28/2025,CA,ADB,NB,CA - NB Regs - [G],Desktop min/max adj changed from 0/0 to 0/-10 to aim to lower CPA to $180,,,,Katy,
5,1/28/2025,CA,ADB,AVT,CA - AVT-L - [G],Desktop min/max adj changed from 0/10 to 0/0 to aim to lower CPA to $180,,,,Katy,
5,1/29/2025,JP,ADB,Brand,JP - BR - [G],Budget from $500 to $400,9:47am CT,,,Katy,
5,1/29/2025,JP,ADB,Brand,JP - BR PHR - [G],Budget from $1.8k to $1.7k,9:47am CT,,,Katy,
5,1/29/2025,CA,ADB,PB,CA - PB Non-AVT - [G],Min/Max changed from $900/$1200 to $1000/$1300 as target spend is $1.2k and it only spent $1k on 1/29/25,5pm CT,,,Katy,
5,1/29/2025,CA,ADB,PB,CA - PB AVT - [G],Min/Max changed from $1250/$1400 to $1300/$1450 as target spend is $1350k and it only spent $990 on 1/29/25,5pm CT,,,Katy,
5,1/30/2025,US,ADB,AVT,US - Non AVT_PB - [G],budget $15.5K to $14.5K,,,,Stacey,
5,1/30/2025,US,ADB,AVT,US - AVT_PB - [G],budget $15.5K to $14.5K,,,,Stacey,
5,1/31/2025,CA,ADB,NB,CA - NB Regs - [G],Increased multiple from 1 to 1.1 as the campaign is not spending to target of $1.8k,11:42pm CT,,,Katy,
5,1/31/2025,JP,Yahoo,Brand,Brand,Lowered Upper bid limit from 600 JYP to 500 JYP,,,,Katy,
5,1/31/2025,US,ADB,All,All,Excluded 1/30/25 and 1/31/25 from Adobe bidding modeling for [G] portfolios,,,,Katy,
5,1/31/2025,JP,Yahoo,Brand,Brand,"Negated 6 terms in exact match that has no regs but spend > 40k JYP in the past 30 days ([アマゾン プライム 解約], [amazon 返品 やり方], [アマゾン プライム 解約 方法], [amazon 配送 業者 はてな マーク], [amazon カスタマーセンター 電話 番号 日本], [アマゾン カスタマーセンター 電話]",,,,Katy,
5,1/31/2025,US,Bing,Brand,Brand: Plus - [D] [EXT],Removed ad level tracking template for 8 ads labeled '01.31.25 RSA Tracking Template Removal',,,,Katy,
6,2/3/2025,CA,ADB,PB,CA - PB Non-AVT (CPT Test) - [G],CPA target changed from $200 to $180,2pm CT,,,Katy,
6,2/3/2025,CA,ADB,PB,CA - PB Non-AVT - [G],CPA target changed from $200 to $180,2pm CT,,,Katy,
6,2/3/2025,CA,ADB,NB,CA - NB Regs - [G],Device bid adj D min/max 0/0 to -10/0 and M -80/-60 to -70/-50,2pm CT,,,Katy,
6,2/3/2025,CA,ADB,AVT,CA - AVT-S - [G],"Device D min/max 0/20 to 0/10, budget min/max from 650/800 to 650/750 to target spend of $700",2pm CT,,,Katy,
6,2/3/2025,CA,ADB,AVT,CA - AVT-L - [G],Bidding strategy change from Daily spend $450 to CPT target $180 with min/max of 450/500 to target $450 as budget,2pm CT,,,Katy,
6,2/3/2025,US,ADB,AVT,US - AVT_S & L - [G],Budget $17K to $15K,,,,Stacey,
6,2/3/2025,US,ADB,PB,US - AVT_PB - [G],Budget $14.5K to $13.5K,,,,Stacey,
6,2/3/2025,US,ADB,PB,US - Non AVT_PB - [G],Budget $14.5K to $13.5K,,,,Stacey,
6,2/3/2025,US,ADB,PB,US - BAU - [G],Desktop max 20% to 0%,,,,Stacey,
6,2/3/2025,US,Google,AVT,US - AVT_S & L - [G],campaign level desktop 5% to 0% so no need G ads campaign level device modifier,,,,Stacey,
6,2/4/2025,JP,ADB,Brand,JP - BR PHR - [G],Budget from $1.5 to $1.2 as Brand core spend increase,10:22am CT,,,Katy,
6,2/4/2025,JP,ADB,Brand,JP - BR - [G],Budget from $300 to $200 as Brand core spend increase,10:22am CT,,,Katy,
6,2/4/2025,CA,ADB,PB,CA - PB Non-AVT (CPT Test) - [G],CPT Budget min/max from 550/850 to 750/850,12:43pm CT,,,Katy,
6,2/4/2025,CA,ADB,PB,CA - PB Non-AVT - [G],CPT Budget min/max from 1000/1300 to 1200/1300,12:43pm CT,,,Katy,
6,2/4/2025,CA,ADB,PB,CA - PB AVT - [G],CPT Budget min/max from 1300/1450 to 1350/1500,12:43pm CT,,,Katy,
6,2/4/2025,US,ADB,NB,US - NB Regs D - [B],D bid adj min/max from -70/-40 to -90/-90 and T from 0/0 to -50/-20,2:26pm CT,,,Katy,
6,2/5/2025,JP,ADB,Brand,JP - BR PHR - [G],Budget from $1.2 to $1.1 ,11:02am CT,,,Katy,
6,2/5/2025,CA,ADB,NB,CA - NB Regs - [G],Multiple lowered from 1.1 to 1,11:05am CT,,,Katy,
6,2/5/2025,CA,ADB,PB,CA - PB AVT - [G],CPT budget min/max from 1350/1500 to 1300/1400,11:05am CT,,,Katy,
6,2/5/2025,CA,ADB,AVT,CA - AVT-L - [G],CPT budget min/max from 450/500 to 400/450,11:05am CT,,,Katy,
6,2/5/2025,US,ADB,AVT,US - AVT_S & L - [G],Budget changed from $15k to $14k,12:06pm CT,,,Katy,
6,2/5/2025,US,ADB,PB,US - AVT_PB - [G],Budget deceased from $13.5k to $12.5k,12:06pm CT,,,Katy,
6,2/5/2025,US,ADB,PB,US - Non AVT_PB - [G],Budget deceased from $13.5k to $12.5k,12:06pm CT,,,Katy,
6,2/6/2025,US,Bing,Brand,Brand: Core - [D] [EXT],CPC Cap lowered from $2.5 to $2 as CPA too high,,,,Katy,
6,2/7/2025,JP,Yahoo,Brand,Brand,"Budget decreased from 100k JYP to 60k JYP as CPA too high, CPC cap lower from 500 to 400",,,,Katy,
6,2/7/2025,JP,ADB,Brand,JP - BR PHR - [G],Budget decrease from $1.1k to $900,,,,Katy,
7,2/10/2025,US,ADB,AVT,US - AVT_S & L - [G],Desktop from 20-50 to 10-30,,,,Stacey,
7,2/10/2025,US,ADB,AVT,US - AVT_All - [G],Desktop from 10-20 to 0-10,,,,Stacey,
7,2/10/2025,US,ADB,PB,US - Non AVT_PB - [G],Max -10% to -30%,,,,Stacey,
7,2/10/2025,US,ADB,PB,US - AVT_PB - [G],leave 5 campaigns in old portfolio with max conv bidding; budget lower from $12.5K to $8.25K as separate out high CPA ones to CPT portfolio,,[AVT-S] General (Cat) - [M/T] [Broad] [Set 1],,Stacey,
7,2/10/2025,US,ADB,PB,US - AVT_PB - [G],,,[AVT-S] Apparel (Vert) - [D] [Broad] [Set 3],,Stacey,
7,2/10/2025,US,ADB,PB,US - AVT_PB - [G],,,[AVT-S] B2B: Combo - [M/T] [Broad] - [DD] [Set 5],,Stacey,
7,2/10/2025,US,ADB,PB,US - AVT_PB - [G],,,[AVT-S] General (Comp) - [M/T] [Broad] [Set 4],,Stacey,
7,2/10/2025,US,ADB,PB,US - AVT_PB - [G],,1:20 PM PT,[AVT-S] General (Vert) - [D] [Broad] [Set 3],,Stacey,
