WK,Date,MKT,Platform,Cluster,Category/Campaign,Change Note,Reference,Impact,Owner,Note
33,8/11/2025,AU,Google,AU_Generic_P-V_Materials,$50>$65 | strong CTR (10%) and low CPC ($3.9),,,,Michelle,
33,8/11/2025,AU,Google,AU_Generic_P-V_Office,$700>$785 | good CTR (5%) and low CPC ($5.1),,,,Michelle,
33,8/11/2025,AU,Google,AU_Generic_P-V_Janitorial,$800>$900 | good CTR (6%) and at avg CPC ($6.6),,,,Michelle,
33,8/12/2025,MX,Google,NB,MX - Google - NB,"CPT $100 to $90 and Max Budget $700 to $560; very low CVR (0.8%), high spend ($4.5k), major driver of high total IECCP",,,Michelle,
33,8/12/2025,MX,Google,NB,MX - Google - Generic,"CPT $100 to $90, Min Budget $400 to $350 and Max Budget $700 to $560; similar to NB with low CVR (0.9%) and high CPA",,,Michelle,
33,8/12/2025,MX,Google,NB,MX - Google - Invoice AMZ,CPT $100 to $90 and Max Budget $450 to $400; lower CPR to force Adobe to bid more selectively,,,Michelle,
33,8/12/2025,MX,Google,NB,MX - Google - Invoice AMZ Broad,"CPT $90 to $80; very high CPC ($4.9), and minimal impressions; keep only as a low-spend test.",,,Michelle,
33,8/13/2025,AU,Google,AU_Generic_P-V,Budget $2.1K>$2.2 ,,,,Michelle,
33,8/13/2025,AU,Google,AU_Generic_P-V_Automotive,Budget $150>$135,,,,Michelle,
33,8/13/2025,AU,Google,AU_Generic_P-V_Invoice,Budget $100>$70,,,,Michelle,
33,8/13/2025,AU,Google,AU_Generic_P-V_Gym,Budget $100>$70,,,,Michelle,
33,8/13/2025,AU,Google,AU_Generic_P-V_Education,Budget $100>$70,,,,Michelle,
34,8/18/2025,AU,Google,AU_Generic_P-V,"$2.2K>$2.3 | outperforming, high traffic and reg volume, CPA below avg ",,,,Michelle,
34,8/18/2025,AU,Google,AU_Generic_P-V_Celebrations,"$50>$55 |  low CPC, strong CTR ",,,,Michelle,Yun's note- Plz don't increase campaign budget
34,8/18/2025,AU,Google,AU_Generic_P-V_Crafts,"$50>$55 |  low CPC, strong CTR ",,,,Michelle,Yun's note- Plz don't increase campaign budget
34,8/18/2025,AU,Google,AU_Generic_P-V_Industrial,$50>$55 | low CPC and good CTR ,,,,Michelle,Yun's note- Plz don't increase campaign budget
34,8/18/2025,AU,Google,AU_Generic_P-V_Industry,"$50>$55 | low CPC, strong CTR  ",,,,Michelle,Yun's note- Plz don't increase campaign budget
34,8/18/2025,AU,Google,AU_Generic_P-V_Materials,"$65>$70 | CTR above avg, CPA below avg ",,,,Michelle,Yun's note- Increase budget to $100
34,8/18/2025,AU,Google,AU_Generic_P-V_Automotive,"$135>$115 | high CPC, low click volume, 0 regs ",,,,Michelle,Yun's note- Decrease budget to $80
34,8/18/2025,AU,Google,AU_Generic_P-V_Invoice,$70>$60 | 0 clicks,,,,Michelle,Yun's note- No need to make change since it's 0 clicks
34,8/18/2025,AU,Google,AU_Generic_P-V_Janitorial,"$900>$800 | high CPC, CPA above avg ",,,,Michelle,
34,8/18/2025,AU,Google,AU_Generic_P-V_Automotive,"Max CPC $15>$12 |  CPA below avg, but high CPC ",,,,Michelle,What's the CPA and daily budget? If the campaign is limited by budget and CPA is low- Plz increase campaign budget
34,8/18/2025,AU,Google,AU_Generic_P-V_Electronics,"Max CPC $15>$10 |  CPA below avg, but high CPC ",,,,Michelle,What's the CPA and daily budget? If the campaign is limited by budget and CPA is low- Plz increase campaign budget. Plz avoid making aggressive CPC changes. Plz keep CPC to $12
34,8/19/2025,AU,Google,All,Added discount related messaging in RSAs,,,,Yun,https://quip-amazon.com/OahhAATttFQ1/AU-RSA-Ads
34,8/20/2025,MX,Google,Brand Phrase,MX - Google - Brand Phrase,Max budget from $200 to $180. ,,,Michelle,
34,8/20/2025,MX,Google,NB,MX - Google - NB,Max budget from $560 to $500,,,Michelle,
34,8/20/2025,MX,Google,Generic,MX - Google - Generic,Min budget from $350 to $325 and Max budget from $560 to $500,,,Michelle,
40,9/29/2025,MX,Google,NB,MX - Google - Generic,min budget $200 to $400,,,Stacey,
40,9/29/2025,MX,Google,NB,MX - Google - NB,min budget $200 to $400,,,Stacey,
42,10/14/2025,MX,Google,NB,MX - Google - NB,"cpt 75 to 100, budget up 200",,,Stacey,
42,10/14/2025,MX,Google,NB,MX - Google - NB,"cpt 75 to 100, budget up 200",,,Stacey,
42,10/14/2025,MX,Google,NB,MX - Google - Invoice AMZ,"cpt 80 to 90, budget up 100",,,Stacey,
44,10/27/2025,MX,Google,NB,MX - Google - Invoice AMZ,"combine campaign AMZ & AMZ SQR in one bidding portfolio, budget min up $50, and max lower to $450",,,Stacey,
44,10/27/2025,MX,Google,NB,MX - Google - NB,multiple 1.2 to 1,,,Stacey,
46,11/11/2025,MX,Google,NB,MX - Google - NB,budget up $100 to support event till 11/17,,,Stacey,
46,11/11/2025,MX,Google,NB,MX - Google - Generic,budget up $100 to support event till 11/17,,,Stacey,
47,11/17/2025,MX,Google,NB,MX - Google - Invoice AMZ,budget up $50,,,Stacey,
47,11/24/2025,MX,Google,All,Account auto setting,Account-level automated assets settings off,,,Stacey,
48,11/24/2025,MX,Google,NB,MX - Google - NB,budget down $100,,,Stacey,
48,11/24/2025,MX,Google,Brand,MX - Google - Brand Phrase,"budget down $60, CPT $65 to $60",,,Stacey,
48,11/24/2025,MX,Google,NB,MX - Google - Generic,budget down $100,,,Stacey,
34,8/20/2025,AU,Google,NB,"Food, Apparel, Beauty",Launched New Campaigns,,,Yun,
35,8/27/2025,AU,Google,NB,AU_Generic_P-V_Automotive,"Budget $80>$40, Max CPC $12>$8",,High CPA campagin,Yun,
35,8/27/2025,AU,Google,NB,AU_Generic_P-V_Hospitality,Budget $300>$100,,,Yun,
35,8/27/2025,AU,Google,NB,AU_Generic_P-V_Industry,Budget $55>$45 Max CPC $8>$6,,,Yun,
35,8/27/2025,AU,Google,NB,AU_Generic_P-V_Gym,Budget $70>$50 Max CPC $10>$7,,,Yun,
35,8/27/2025,AU,Google,NB,AU_Generic_P-V_Food,Budget $150>$450,,,Yun,
35,8/27/2025,AU,Google,NB,AU_Generic_P-V_Apparel,Budget $100>$200,,,Yun,
35,8/27/2025,AU,Google,All,All,Paused KWs with more than $600 spend w/o regs,,,Yun,
36,9/2/2025,AU,Google,NB,Shops,"Budget $2310>$2,000",,,Yun,
36,9/2/2025,AU,Google,NB,Electronics,"Budget $600>$500, max cpc $12>$11",,,Yun,
36,9/2/2025,AU,Google,NB,Apparel,Budget $200>$350,,,Yun,
36,9/2/2025,AU,Google,NB,Beauty,Budget $80>$300,,,Yun,
36,9/2/2025,AU,Google,NB,Materials,Budget $100>$250,,,Yun,
36,9/2/2025,AU,Google,NB,"Crafts, Education, Pets, Gym",Campaign paused. Low performing,,,Yun,
37,9/8/2025,AU,Google,All,,Paused high spend KWs w/o regs based on all time AMO data,,,Yun,
37,9/8/2025,AU,Google,NB,Shops,$2K>$1.2K,,-500,Yun,
37,9/8/2025,AU,Google,NB,Material,$350>$500,,150,Yun,
37,9/8/2025,AU,Google,NB,Apparel,$350>$500,,150,Yun,
37,9/8/2025,AU,Google,NB,Beauty,$300>$500,,200,Yun,
37,9/8/2025,AU,Google,NB,Office,$785>$650,,,Yun,
37,9/8/2025,AU,Google,NB,"Automotive, Industrial, Industry",Campaign paused. Low performing,,-135,Yun,
37,9/8/2025,AU,Google,NB,Janitorial,$800>$450,,-350,Yun,
37,9/8/2025,AU,Google,NB,Electronics,$500>$350,,-150,Yun,
37,9/8/2025,AU,Google,NB,PV,$2200>$1800,,-635,Yun,
38,9/15/2025,AU,Google,NB,Shops,$1200>$800,,,Yun,
38,9/15/2025,AU,Google,NB,Office,$650>$500,,,Yun,
38,9/15/2025,AU,Google,NB,Beauty,$500>$625,,,Yun,
39,9/23/2025,AU,Google,NB,Office,$500>$250,,,Yun,
39,9/23/2025,AU,Google,NB,Electronics,$400>$300,,,Yun,
39,9/23/2025,AU,Google,NB,Shops,$800>$600,,,Yun,
39,9/23/2025,AU,Google,NB,All,Paused NB KWs with over $400 spend w/o regs,,,Yun,
40,9/29/2025,AU,Google,NB,Food,$500>$600,,,Yun,
40,9/29/2025,AU,Google,NB,Apparel,$500>$600,,,Yun,
40,10/3/2025,AU,Google,NB,Shops,Landing page changed from https://business.amazon.com.au/en/cp/lpa-sho to https://www.amazon.com.au/ab/business-discounts,,,Yun,
40,10/3/2025,AU,Google,NB,Office,Landing page changed from https://business.amazon.com.au/en/cp/lpa-b to https://www.amazon.com.au/ab/business-discounts,,,Yun,
40,10/3/2025,AU,Google,NB,Eletroncis,Landing page changed from https://business.amazon.com.au/en/cp/lpa-it-products to https://www.amazon.com.au/ab/business-discounts,,,Yun,
42,10/13/2025,AU,Google,NB,Food,600>800,,,Yun,
42,10/13/2025,AU,Google,NB,Apparel,600>800,,,Yun,
42,10/13/2025,AU,Google,NB,AU_Generic_P-V,$1500>$1700,,,Yun,
42,10/13/2025,AU,Google,NB,Shops/Apparel/Office,Add biz saving in ref tags,,,Yun,
42,10/16/2025,AU,Google,NB,,"Shops, Electronics and Office campaigns all switched back to the original MCS pages",,,Yun,
43,10/20/2025,AU,Google,NB,AU_Generic_P-V_Hospitality,$100>$300,,,Yun,
45,11/3/2025,AU,Google,NB,Shop,$600>$400,,,Yun,
45,11/3/2025,AU,Google,NB,Janitorial,$500>$400,,,Yun,
45,11/3/2025,AU,Google,NB,Food,$900>$600,,,Yun,
45,11/3/2025,AU,Google,NB,PV,$2.2K>$2K,,,Yun,
46,11/11/2025,AU,Google,NB,Office,$300>$200,,,Yun,
46,11/11/2025,AU,Google,NB,PV,$1.8K>$1.2K,,,Yun,
46,11/11/2025,AU,Google,NB,Apparel,900>600,,,Yun,
47,11/17/2025,AU,Google,NB,Apparel,$600>$450,,,Yun,
47,11/17/2025,AU,Google,NB,PV,$1.2K>$1K,,,Yun,
3,1/12/2026,MX,Google,All,All,Increased budgets in Brand Phrase and NB more assertively to $2K,,,Richard,
3,1/12/2026,AU,Google,All,All,"Brand: increased budget $50/day (already underspending), and increased max CPC from 10 to 12
NB: Increased spend $350/day",,,Richard,
3,1/16/2026,AU,Google,Brand,Brand Plus,Implemented Adobe bid strategy; same weekly budget pacing.,,Test,Richard,
4,1/20/2026,AU,Google,All,All,"Implemented Adobe bid strategy across the board; same weekly budget pacing as week 3, and converted to Daily budget.",,Test,Richard,
4,1/20/2026,MX,Google,Brand,Brand Plus,Increased max CPC from 12 to 18 (was limited week 3),,,Richard,
4,1/20/2026,MX,Google,NB,All,"Increased target budgets to target a 51% spend increase, from 9.9K/week to 15K/week NB",,,Richard,
4,1/21/2026,AU,Google,Brand,Brand Core,"Added negatives of terms we don't target within Exact match ad groups (mostly ""seller account"" terms)",,,Richard,
5,2/3/2026,AU,Google,NB,All,Decreased overall NB budget by 300/day (~6% cut) to align with Feb budget,,,Richard,
5,2/3/2026,MX,Google,NB,All,Decreased overall NB budget by 350/day (~19% cut) to align with Feb budget and 100% target.,,,,
6,2/10/2026,MX,Google,NB,All,"Changed Generic to CPT bidding, and increased total NB budget by roughly 5%",,,Richard,Roughly 50% of NB budget and Regs
6,2/10/2026,AU,Google,NB,All,"Changed to CPT bidding, and lowered max CPC for both NB portfolios to $20.",,,Richard,Roughly 40/60 split for NB budget and regs
8,2/23/2026,AU,Google,NB,P-V,Enabled previously paused NB campaigns at $10/day budget (to be optimized by NB portfolio and reviewed with AU team),,,Richard,
8,2/23/2026,AU,Google,NB,All,"Transitioned all to CPT portfolio, and aligned with Lena to target $140 CPA  (likely to increase budgets)",,,Richard,
8,2/23/2026,MX,Google,NB,All,"Transitioned all to CPT portfolio, and targeting a 30% increase to current spend.",,,Richard,
10,3/5/2026,MX,Google,All,All,Negatives added to better filter search queries to correct keywords,,,Richard,Specific to Generic campaigns and Brand Phrase
10,3/5/2026,AU,Google,All,All,Negatives added to better filter search queries to correct keywords,,,Richard,Specific to Generic campaigns and Brand Phrase
10,3/5/2026,MX,Google,All,All,Left budgets/bids alone based on this week's perf,,,Richard,
10,3/5/2026,AU,Google,All,All,"Adjusted portfolios for efficiency. (Lowered max CPCs, minimum budgets)",,,Richard,
13,3/24/2026,AU,Google,All,All,Changed landing pages from /cp pages to Polaris mcs pages,,,Richard,
13,3/24/2026,MX,Google,All,All,"10% increase in max spend across portfolios, targeting 100% ie%CCP (also expecting slightly more efficient week 13)",,,Richard,
13,3/24/2026,AU,Google,All,All,"Allowed Adobe to reduce bid adjustments further (reduced minimums), and slightly (-5%) reduced cpt targets and reduced max bids ~20%.",,,Richard,
15,4/11/2026,MX,Google,NB,All,"Added Region-level Locations with campaign level bid modifiers to those without (Auto/Beauty/Hosp/), and also age-modifiers for the same campaigns.",,,Richard,
15,4/11/2026,MX,Google,NB,Auto/Beauty,"Enabled campaigns, and started testing new Polaris NB pages via Google Experiments.",,,Richard,
16,4/17/2026,AU,Google,NB,All,"switched to max clicks with a slightly lower bid cap ($7 now, vs. $8 on Adobe). Adjusting on two portfolio bid strategies for NB, like on Adobe. (P-V and Generic)",,,,
