Search terms report
"March 15, 2026 - March 28, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Source
periqueras para bar de madera,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""muebles para bar""",1,3,33.33%,USD,0.90,0.90,Keyword
geles bath and body mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.42,1.42,Keyword
playeras sin etiqueta al mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,2,50.00%,USD,1.55,1.55,Keyword
relojes mayoreo monterrey,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,2.88,2.88,Keyword
proveedores en guadalajara,Phrase match (close variant),None,MX - Generic,Procurement_Products_Phrase,"""suministro de productos""",1,10,10.00%,USD,3.97,3.97,Keyword
botes de vidrio mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.76,1.76,Keyword
batidora para panaderia,Phrase match (close variant),None,MX - Generic,Enterprises_Products_Phrase,"""equipamiento comercial""",2,11,18.18%,USD,3.11,6.21,Keyword
productos para revender directo de fábrica méxico,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.34,1.34,Keyword
proveedor de abarrotes cdmx,Phrase match (close variant),None,MX - Generic,Suppliers_Enterprises_Phrase,"""proveedor para empresas""",1,4,25.00%,USD,5.61,5.61,Keyword
proveedores de fundas para celulares,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",2,4,50.00%,USD,1.48,2.96,Keyword
accesorios a mayoreo,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,2,50.00%,USD,3.42,3.42,Keyword
calcetines mayoreo cdmx,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",2,5,40.00%,USD,2.51,5.02,Keyword
hat one mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",7,43,16.28%,USD,1.38,9.68,Keyword
compra de abarrotes por mayoreo,Phrase match (close variant),None,MX - Generic,Purchasing_Enterprises_Phrase,"""compra para empresa""",3,3,100.00%,USD,3.05,9.15,Keyword
distribuidora de productos,Exact match (close variant),None,MX - Generic,Distributors_Enterprises_Exact,[distribuidor comercial],1,17,5.88%,USD,5.38,5.38,Keyword
alibaba méxico productos,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,8,12.50%,USD,1.31,1.31,Keyword
donde comprar por mayoreo para vender,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedor para mayoristas],1,5,20.00%,USD,1.63,1.63,Keyword
paraguas mayoreo monterrey,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,2.00,2.00,Keyword
proveedores de papeleria en puebla,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",1,2,50.00%,USD,6.52,6.52,Keyword
herramientas al mayoreo,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",3,4,75.00%,USD,0.80,2.39,Keyword
como se factura en amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Exact,[factura amazon],3,23,13.04%,USD,3.35,10.04,Keyword
como facturar compras de amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Exact,[factura amazon],2,6,33.33%,USD,4.20,8.40,Keyword
amazon da facturas,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Exact,[factura amazon],1,1,100.00%,USD,6.07,6.07,Keyword
playeras por mayoreo para estampar,Phrase match (close variant),None,MX - Materials,Materials_Suppliers_Textiles_Phrase,"""proveedores textiles""",1,1,100.00%,USD,1.67,1.67,Keyword
amazon duo,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""amazon business cuenta""",3,8,37.50%,USD,1.15,3.45,Keyword
codigo invitacion amazon business,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",1,4,25.00%,USD,2.37,2.37,Keyword
dsp portal amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",1,4,25.00%,USD,9.19,9.19,Keyword
papelerias de mayoreo,Exact match (close variant),None,MX - Office,Wholesales_Exact,[comercio al por mayor de artículos de papelería],1,4,25.00%,USD,0.47,0.47,Keyword
guillotinas para papel,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,3,33.33%,USD,0.86,0.86,Keyword
precio folder tamaño carta,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,1,100.00%,USD,1.26,1.26,Keyword
archivero con llave pequeño,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",2,1,200.00%,USD,0.76,1.52,Keyword
barbies económicas mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesalers_Toys Shop_Phrase,"""mayoristas de juguetes""",1,1,100.00%,USD,0.59,0.59,Keyword
sandalias por mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Distributors_Clothing_Phrase,"""distribuidores de calzado""",2,4,50.00%,USD,2.48,4.96,Keyword
proveedores de accesorios para celulares,Phrase match,None,MX - Shops,Shops_Suppliers_Accessories_Phrase,"""proveedores de accesorios""",1,5,20.00%,USD,0.80,0.80,Keyword
amazon business mexico que es,Exact match (close variant),None,MX - Brand Exact,Pure_Exact,[amazon business méxico],1,2,50.00%,USD,1.83,1.83,Keyword
bisuteria fina mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",1,6,16.67%,USD,3.36,3.36,Keyword
proveedores de alimento para mascotas,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Pet Shop_Phrase,"""proveedores de tiendas de mascotas""",1,6,16.67%,USD,2.26,2.26,Keyword
anaqueles para negocio,Phrase match (close variant),None,MX - Shops,Shops_Generic_Phrase,"""equipos para tiendas""",1,1,100.00%,USD,1.61,1.61,Keyword
jabones miniatura por mayor,Phrase match (close variant),None,MX - Janitorial,Soap_Wholesale_Phrase,"""jabón mayorista""",1,2,50.00%,USD,2.36,2.36,Keyword
maquillaje elf mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",7,25,28.00%,USD,1.41,9.86,Keyword
skin care coreano mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,8,12.50%,USD,1.11,1.11,Keyword
mayoreo perfumes arabes,Phrase match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,4,75.00%,USD,1.14,3.42,Keyword
food service productos,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",3,6,50.00%,USD,1.81,5.42,Keyword
distribuidora de azúcar,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",1,2,50.00%,USD,1.66,1.66,Keyword
productos de limpieza para carros,Exact match (close variant),None,MX - Automotive,Cleaning_Exact,[artículos de limpieza para autos],1,1,100.00%,USD,1.26,1.26,Keyword
cofre para tractocamion volvo,Phrase match (close variant),None,MX - Automotive,Purchasing_Phrase,"""comprar accesorios para camiones""",1,1,100.00%,USD,1.39,1.39,Keyword
mejores cafeteras para negocio,Phrase match (close variant),None,MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",1,3,33.33%,USD,2.06,2.06,Keyword
gomitas a granel mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de dulces""",1,3,33.33%,USD,1.07,1.07,Keyword
visera para international 4700,Phrase match (close variant),None,MX - Automotive,Purchasing_Phrase,"""comprar accesorios para camiones""",1,1,100.00%,USD,1.17,1.17,Keyword
equipo rosticeria,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,1,100.00%,USD,2.07,2.07,Keyword
refrigerador restaurante,Phrase match (close variant),None,MX - Food,Shop_Phrase,"""tienda de hostelería""",1,2,50.00%,USD,1.23,1.23,Keyword
barra fria,Phrase match (close variant),None,MX - Food,Products_Phrase,"""productos para hostelería""",1,3,33.33%,USD,1.65,1.65,Keyword
bujia para chevrolet 350 tbi,Phrase match (close variant),None,MX - Automotive,Tools_Phrase,"""bujías coche""",1,1,100.00%,USD,1.31,1.31,Keyword
tarja industrial,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,5,20.00%,USD,1.10,1.10,Keyword
platos de cerámica blancos por mayor,Phrase match (close variant),None,MX - Food,Plates_Wholesale_Phrase,"""platos al por mayor""",1,1,100.00%,USD,0.96,0.96,Keyword
sillas o bancos para barra,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""sillas de bar""",1,2,50.00%,USD,2.74,2.74,Keyword
fabricantes de vasos de vidrio para veladoras,Phrase match (close variant),None,MX - Food,Cultlery_Suppliers_Phrase,"""proveedores de cristalería""",1,6,16.67%,USD,1.33,1.33,Keyword
correderas para cortinas de camion,Phrase match (close variant),None,MX - Automotive,Purchasing_Phrase,"""comprar accesorios para camiones""",1,1,100.00%,USD,1.32,1.32,Keyword
leche mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos lácteos""",1,4,25.00%,USD,1.56,1.56,Keyword
mayoreo cdmx,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,6,16.67%,USD,1.49,1.49,Keyword
post it mayoreo,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,3,33.33%,USD,3.79,3.79,Keyword
balones mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""equipo al por mayor""",1,14,7.14%,USD,3.21,3.21,Keyword
productos para revender directo de fábrica,Phrase match (close variant),None,MX - Generic,Enterprises_Buy_Phrase,"""compras para negocios""",4,9,44.44%,USD,0.77,3.08,Keyword
alcancías de yeso para pintar por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,4,25.00%,USD,1.69,1.69,Keyword
productos en mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],1,3,33.33%,USD,2.53,2.53,Keyword
compras mayoreo china,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,4,25.00%,USD,0.75,0.75,Keyword
bocinas jbl mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,1,100.00%,USD,1.26,1.26,Keyword
materia prima para productos de limpieza en guadalajara,Phrase match (close variant),None,MX - Generic,Procurement_Products_Phrase,"""suministro de productos""",1,1,100.00%,USD,2.57,2.57,Keyword
shopify méxico,Phrase match (close variant),None,MX - Generic,Enterprises_Shop_Phrase,"""tienda online para negocios""",1,22,4.55%,USD,4.92,4.92,Keyword
mantequilla mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.59,1.59,Keyword
termos owala mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,2,50.00%,USD,0.34,0.34,Keyword
donde comprar novedades para vender,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",2,1,200.00%,USD,1.68,3.36,Keyword
saleros mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,0.75,0.75,Keyword
rompe ampolletas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",2,2,100.00%,USD,1.27,2.54,Keyword
cubrebocas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,1,100.00%,USD,1.44,1.44,Keyword
venta de llaveros por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,2.01,2.01,Keyword
frascos para conservas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",2,2,100.00%,USD,1.25,2.50,Keyword
distribuidor de celulares,Exact match (close variant),None,MX - Electronics,Cell Phones_Distributor_Phrase,"""distribuidores de smartphone""",1,4,25.00%,USD,3.80,3.80,Keyword
fabricantes de instrumental quirúrgico en méxico,Phrase match (close variant),None,MX - Medical,Suppliers_Phrase,"""proveedor médico""",1,2,50.00%,USD,3.20,3.20,Keyword
horno de conveccion torrey precio,Phrase match (close variant),None,MX - Crafts,Garden_Phrase,"""hornos eléctricos profesionales""",1,1,100.00%,USD,1.51,1.51,Keyword
precio extintor 6 kg,Phrase match (close variant),None,MX - Crafts,Professional Tools_Procurement_Phrase,"""suministro de extintores""",2,3,66.67%,USD,1.59,3.18,Keyword
facturas comerciales amazon,Phrase match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""cómo facturar en amazon""",1,6,16.67%,USD,2.76,2.76,Keyword
como solicitar factura en amazon mexico,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""facturar amazon mexico""",3,15,20.00%,USD,6.28,18.85,Keyword
como solicitar mi factura en amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""como puedo facturar en amazon""",1,2,50.00%,USD,3.39,3.39,Keyword
maquina destructora de papel,Exact match (close variant),None,MX - Product AMZ,Office_Office Organization_Wholesalers_Exact,[trituradora de documentos],1,1,100.00%,USD,2.31,2.31,Keyword
amazon commercial services pty limited,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon for business""",1,6,16.67%,USD,1.98,1.98,Keyword
amazonads,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresarial""",1,4,25.00%,USD,21.95,21.95,Keyword
amazon business login,Phrase match (close variant),None,MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",7,20,35.00%,USD,0.04,0.27,Keyword
papelería gutiérrez en línea,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,2,50.00%,USD,0.52,0.52,Keyword
paquete de hojas blancas 500,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,47,2.13%,USD,0.38,0.38,Keyword
muebles de oficina office depot,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",2,4,50.00%,USD,1.62,3.24,Keyword
mamparas de acrilico para escritorios,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,2,50.00%,USD,1.85,1.85,Keyword
proveedor de croquetas para perro,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Pet Shop_Phrase,"""proveedores de tiendas de mascotas""",1,2,50.00%,USD,0.83,0.83,Keyword
audifonos mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",5,12,41.67%,USD,1.35,6.75,Keyword
juguetes americanos por mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Toys Shop_Phrase,"""distribuidores de juguetes""",1,1,100.00%,USD,0.60,0.60,Keyword
memorias usb mayoreo monterrey,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",1,3,33.33%,USD,2.65,2.65,Keyword
proveedor de royal canin,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Pet Shop_Phrase,"""proveedores de tiendas de mascotas""",1,1,100.00%,USD,2.39,2.39,Keyword
exhibidor refrigerado,Phrase match (close variant),None,MX - Shops,Shops_Generic_Phrase,"""equipos para tiendas""",1,2,50.00%,USD,1.64,1.64,Keyword
regalos para dia de las madres mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesalers_Gifts_Phrase,"""mayorista de regalos""",1,3,33.33%,USD,4.09,4.09,Keyword
prolimp productos de limpieza,Phrase match (close variant),None,MX - Janitorial,Floor Care_Phrase,"""suministros de limpieza industrial""",1,1,100.00%,USD,0.66,0.66,Keyword
desengrasante ultra grip,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",1,1,100.00%,USD,1.38,1.38,Keyword
sudaderas mayoreo,Exact match (close variant),None,MX - Apparel,Tops_Wholesales_Exact,[comprar sudaderas al por mayor],3,26,11.54%,USD,2.39,7.16,Keyword
donde comprar paca de ropa americana,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,6,33.33%,USD,0.76,1.52,Keyword
fardos de ropa y2k,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",1,4,25.00%,USD,0.94,0.94,Keyword
playeras por mayoreo puebla,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,2,50.00%,USD,0.64,0.64,Keyword
ropa por mayoreo guadalajara,Phrase match,None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,6,33.33%,USD,0.99,1.97,Keyword
playeras deportivas mayoreo,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",4,15,26.67%,USD,2.43,9.72,Keyword
proveedor de skin care coreano,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,1.59,1.59,Keyword
maquillaje mayoreo usa,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",5,8,62.50%,USD,1.31,6.53,Keyword
venta de productos de belleza al mayoreo,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],1,2,50.00%,USD,2.41,2.41,Keyword
tijeras microdentadas,Phrase match (close variant),None,MX - Beauty,Generic_Hair_Phrase,"""accesorios de peluquería""",1,1,100.00%,USD,0.72,0.72,Keyword
belleza mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,1.74,1.74,Keyword
mayoreo de skincare,Exact match (close variant),None,MX - Beauty,Skin Care_Supplier_Exact,[proveedor de productos para el cuidado de la piel],1,1,100.00%,USD,0.34,0.34,Keyword
bissu por mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,2,50.00%,USD,0.56,0.56,Keyword
maquinaria y equipo para una cafeteria,Phrase match (close variant),None,MX - Food,Generic_Phrase,"""suministros para hostelería""",1,2,50.00%,USD,2.25,2.25,Keyword
carrito para tacos de acero inoxidable,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,1,100.00%,USD,1.49,1.49,Keyword
mayoreo de gomitas,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,3,33.33%,USD,0.37,0.37,Keyword
leche lala mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""productos lácteos al por mayor""",1,1,100.00%,USD,3.10,3.10,Keyword
cafetera 100 tazas,Phrase match (close variant),None,MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",1,1,100.00%,USD,2.07,2.07,Keyword
equipo para taquería,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",1,1,100.00%,USD,1.28,1.28,Keyword
bachas de acero inoxidable para helados,Phrase match (close variant),None,MX - Food,Shop_Phrase,"""tienda de hostelería""",1,1,100.00%,USD,1.02,1.02,Keyword
cacahuates mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,3,33.33%,USD,1.71,1.71,Keyword
caja registradora restaurante,Phrase match (close variant),None,MX - Food,Generic_Phrase,"""suministros para hostelería""",1,1,100.00%,USD,0.40,0.40,Keyword
sillas altas para bar,Phrase match (close variant),None,MX - Food,Furniture_Restaurant_Phrase,"""sillas de bar""",1,2,50.00%,USD,1.71,1.71,Keyword
comprar bebidas por mayor,Exact match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",1,1,100.00%,USD,0.90,0.90,Keyword
fruta liofilizada mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,7,28.57%,USD,3.38,6.75,Keyword
loza para restaurante,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",2,9,22.22%,USD,1.36,2.72,Keyword
donde comprar calcetines por mayoreo para vender,Phrase match (close variant),None,MX - Generic,Core_Wholesalers_Phrase,"""mayorista españa""",4,10,40.00%,USD,2.83,11.31,Keyword
vasos magicos mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,1,100.00%,USD,2.04,2.04,Keyword
proveedores de cosméticos en méxico,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,2,50.00%,USD,2.31,2.31,Keyword
fundas mayoreo guadalajara,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,2.45,2.45,Keyword
gorras new era originales mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",4,5,80.00%,USD,1.50,6.01,Keyword
páginas de ventas,Phrase match (close variant),None,MX - Generic,Enterprises_Shop_Phrase,"""tienda online para negocios""",1,1,100.00%,USD,4.02,4.02,Keyword
accesorios para tienda de ropa,Phrase match (close variant),None,MX - Generic,Enterprises_Phrase,"""accesorios comerciales""",1,4,25.00%,USD,1.45,1.45,Keyword
proveedores zapopan,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,24,4.17%,USD,1.90,1.90,Keyword
cosas a mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],1,7,14.29%,USD,0.58,0.58,Keyword
proveedor 1688,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,1,100.00%,USD,3.37,3.37,Keyword
mayoreo,Exact match,Added,MX - Generic,Core_Wholesalers_Exact,[mayoreo],68,721,9.43%,USD,1.24,84.30,Keyword
cosmetiqueras mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",3,31,9.68%,USD,1.99,5.96,Keyword
tienda de plasticos mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,2,50.00%,USD,1.74,1.74,Keyword
bodegas de abarrotes por mayoreo,Phrase match (close variant),None,MX - Generic,Distributors_Enterprises_Phrase,"""distribuidor para negocios""",1,4,25.00%,USD,2.51,2.51,Keyword
sierra torrey jr precio,Phrase match (close variant),None,MX - Generic,Enterprises_Products_Phrase,"""equipamiento comercial""",1,1,100.00%,USD,2.96,2.96,Keyword
proveedores de bolsa de plastico,Phrase match (close variant),None,MX - Generic,Suppliers_Enterprises_Phrase,"""proveedores comerciales""",1,1,100.00%,USD,1.94,1.94,Keyword
proveedores de merceria al por mayor,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",1,2,50.00%,USD,0.59,0.59,Keyword
distribuidores de artículos de papelería,Phrase match (close variant),None,MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",1,2,50.00%,USD,0.59,0.59,Keyword
amazon emite factura,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",2,7,28.57%,USD,6.69,13.39,Keyword
estante para escritorio,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""equipamiento escritorio""",1,6,16.67%,USD,2.05,2.05,Keyword
amazon business card,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon for business""",1,1,100.00%,USD,5.77,5.77,Keyword
como comprar mayoreo en amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresarial""",1,2,50.00%,USD,0.75,0.75,Keyword
vmtop mayoristas,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",1,5,20.00%,USD,2.06,2.06,Keyword
distribuidor de bisuteria al por mayor,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",1,2,50.00%,USD,3.43,3.43,Keyword
audífonos por mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",8,24,33.33%,USD,1.40,11.23,Keyword
productos de limpieza negocio,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",2,1,200.00%,USD,1.40,2.80,Keyword
lotes ropa al por mayor,Phrase match,None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,1,200.00%,USD,0.93,1.86,Keyword
playera blanca mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,1,100.00%,USD,0.78,0.78,Keyword
uniformes deportivos mayoreo,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",1,4,25.00%,USD,1.58,1.58,Keyword
bomy mayoreo y menudeo fotos,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,2,100.00%,USD,0.65,1.30,Keyword
adidas mayoreo mexico,Phrase match (close variant),None,MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",1,1,100.00%,USD,1.47,1.47,Keyword
beauty creations mayoreo guadalajara,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,5,20.00%,USD,2.10,2.10,Keyword
mayoreo maquillaje,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[mayorista de maquillaje],3,12,25.00%,USD,1.17,3.51,Keyword
gomitas a mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",2,5,40.00%,USD,1.69,3.38,Keyword
tazas para cafetería,Phrase match (close variant),None,MX - Food,Kitchen Tools_Suppliers_Phrase,"""proveedores tazas""",2,6,33.33%,USD,1.39,2.78,Keyword
proveedores de platos para restaurantes,Phrase match (close variant),None,MX - Food,Cultlery_Suppliers_Phrase,"""proveedores vajillas""",1,1,100.00%,USD,1.32,1.32,Keyword
puesto de tacos de acero inoxidable precio,Phrase match (close variant),None,MX - Food,Products_Phrase,"""productos para hostelería""",1,2,50.00%,USD,1.65,1.65,Keyword
donde comprar coca cola por mayoreo,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",1,3,33.33%,USD,2.30,2.30,Keyword
tapete para bar,Phrase match (close variant),None,MX - Food,Products_Restaurant_Phrase,"""accesorios para bar""",1,1,100.00%,USD,2.34,2.34,Keyword
tazas blancas mayoreo,Phrase match (close variant),None,MX - Food,Kitchen Tools_Suppliers_Phrase,"""proveedores tazas""",3,9,33.33%,USD,1.45,4.36,Keyword
proveedores de aceite comestible por mayoreo,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,2,50.00%,USD,1.46,1.46,Keyword
